Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_00257,Preet Vihar,Saket,15.46,Night,Weekend,Rain,High,Highway,28.2
TRIP_00258,Pitampura,Dwarka,15.04,Morning Peak,Weekday,Fog,High,Highway,17.6
TRIP_00259,Janakpuri,Civil Lines,14.89,Evening Peak,Weekday,Clear,Low,Highway,83.3
TRIP_00260,Civil Lines,Model Town,5.0,Morning Peak,Weekday,Heatwave,Very High,Highway,21.2
TRIP_00261,Greater Kailash,Dwarka,19.04,Evening Peak,Weekday,Heatwave,Very High,Main Road,8.8
TRIP_00262,AIIMS,Saket,4.77,Afternoon,Weekday,Rain,Medium,Inner Road,10.8
TRIP_00263,Noida Sector 18,Janakpuri,23.96,Afternoon,Weekday,Heatwave,Medium,Main Road,28.3
TRIP_00264,Hauz Khas,Noida Sector 18,12.51,Evening Peak,Weekday,Clear,Very High,Main Road,14.6
TRIP_00265,Hauz Khas,Karol Bagh,11.44,Morning Peak,Weekday,Rain,Medium,Highway,44.0
TRIP_00266,Rohini,Vasant Kunj,27.39,Afternoon,Weekday,Clear,High,Inner Road,18.0
TRIP_00267,Civil Lines,Dwarka,20.04,Night,Weekend,Rain,Very High,Highway,11.8
TRIP_00268,Hauz Khas,Dwarka,15.78,Evening Peak,Weekday,Clear,Very High,Highway,23.2
TRIP_00269,Dwarka,Civil Lines,20.04,Morning Peak,Weekday,Fog,Very High,Main Road,7.8
TRIP_00270,Janakpuri,Mayur Vihar,20.24,Morning Peak,Weekend,Clear,Medium,Main Road,30.2
TRIP_00271,Preet Vihar,Janakpuri,20.09,Night,Weekday,Heatwave,High,Highway,35.7
TRIP_00272,Rohini,Punjabi Bagh,11.6,Afternoon,Weekday,Rain,Very High,Highway,11.9
TRIP_00273,Preet Vihar,Kalkaji,12.39,Morning Peak,Weekday,Clear,Low,Highway,67.7
TRIP_00274,Saket,Mayur Vihar,13.17,Evening Peak,Weekday,Clear,Very High,Highway,19.0
TRIP_00275,Shahdara,Dwarka,25.37,Evening Peak,Weekend,Clear,Medium,Highway,52.1
TRIP_00276,Dwarka,Civil Lines,20.04,Evening Peak,Weekday,Clear,Very High,Highway,21.0
TRIP_00277,Karol Bagh,Punjabi Bagh,6.08,Afternoon,Weekday,Clear,Low,Highway,78.8
TRIP_00278,Saket,Pitampura,21.25,Morning Peak,Weekday,Clear,High,Main Road,17.6
TRIP_00279,Dwarka,Civil Lines,20.04,Afternoon,Weekend,Rain,High,Main Road,14.1
TRIP_00280,Chandni Chowk,AIIMS,9.5,Afternoon,Weekday,Fog,Medium,Highway,29.2
TRIP_00281,Nehru Place,Punjabi Bagh,17.83,Night,Weekday,Clear,Medium,Highway,62.7
TRIP_00282,Noida Sector 18,Rajouri Garden,21.63,Afternoon,Weekend,Fog,Medium,Main Road,20.0
TRIP_00283,Noida Sector 18,Model Town,20.73,Morning Peak,Weekday,Clear,High,Highway,31.1
TRIP_00284,Preet Vihar,IGI Airport,21.04,Afternoon,Weekday,Clear,Medium,Highway,62.2
TRIP_00285,Connaught Place,Chandni Chowk,2.54,Evening Peak,Weekday,Clear,High,Inner Road,14.2
TRIP_00286,Civil Lines,Hauz Khas,14.76,Morning Peak,Weekend,Rain,Very High,Highway,12.4
TRIP_00287,Karol Bagh,Noida Sector 18,16.06,Evening Peak,Weekday,Clear,High,Inner Road,19.0
TRIP_00288,Lajpat Nagar,Connaught Place,7.13,Afternoon,Weekday,Clear,Medium,Main Road,33.3
TRIP_00289,Punjabi Bagh,Civil Lines,9.27,Afternoon,Weekday,Clear,Medium,Main Road,45.9
TRIP_00290,Greater Kailash,Noida Sector 18,9.35,Night,Weekday,Heatwave,High,Highway,36.6
TRIP_00291,Nehru Place,Saket,5.32,Morning Peak,Weekday,Clear,High,Highway,39.1
TRIP_00292,IGI Airport,Janakpuri,7.4,Evening Peak,Weekday,Clear,High,Inner Road,8.3
TRIP_00293,Rohini,Civil Lines,18.15,Evening Peak,Weekday,Rain,High,Main Road,16.5
TRIP_00294,Karol Bagh,Saket,14.26,Night,Weekday,Clear,High,Main Road,27.7
TRIP_00295,Noida Sector 18,Preet Vihar,8.57,Afternoon,Weekday,Clear,Medium,Main Road,43.8
TRIP_00296,Hauz Khas,Model Town,18.43,Evening Peak,Weekday,Rain,High,Main Road,13.4
TRIP_00297,Nehru Place,Okhla,2.67,Evening Peak,Weekday,Rain,High,Inner Road,7.8
TRIP_00298,Chandni Chowk,Connaught Place,2.54,Morning Peak,Weekday,Clear,Medium,Inner Road,25.3
TRIP_00299,Janakpuri,Rajouri Garden,4.38,Evening Peak,Weekend,Heatwave,High,Main Road,24.5
TRIP_00300,Rajouri Garden,Shahdara,16.5,Afternoon,Weekend,Clear,Medium,Highway,55.4
TRIP_00301,Kalkaji,Karol Bagh,14.25,Evening Peak,Weekday,Rain,High,Main Road,18.7
TRIP_00302,Greater Kailash,Pitampura,20.1,Evening Peak,Weekday,Clear,High,Highway,29.5
TRIP_00303,Hauz Khas,Rajouri Garden,13.23,Afternoon,Weekend,Clear,Medium,Main Road,45.0
TRIP_00304,Rajouri Garden,Rohini,13.1,Evening Peak,Weekday,Heatwave,High,Main Road,20.1
TRIP_00305,Preet Vihar,IGI Airport,21.04,Morning Peak,Weekend,Fog,High,Highway,18.2
TRIP_00306,Hauz Khas,Okhla,7.23,Evening Peak,Weekday,Clear,Very High,Inner Road,8.0
TRIP_00307,Chandni Chowk,Saket,14.23,Afternoon,Weekday,Clear,Medium,Main Road,41.6
TRIP_00308,Greater Kailash,AIIMS,3.26,Morning Peak,Weekday,Clear,Very High,Main Road,10.5
TRIP_00309,Pitampura,Chandni Chowk,11.29,Morning Peak,Weekday,Clear,High,Main Road,25.8
TRIP_00310,Connaught Place,Okhla,12.39,Evening Peak,Weekday,Fog,High,Highway,21.2
TRIP_00311,Civil Lines,Punjabi Bagh,9.27,Afternoon,Weekend,Clear,Very High,Main Road,9.7
TRIP_00312,Vasant Kunj,Greater Kailash,8.11,Evening Peak,Weekday,Heatwave,Very High,Main Road,13.2
TRIP_00313,Greater Kailash,Nehru Place,1.9,Afternoon,Weekend,Fog,High,Inner Road,8.2
TRIP_00314,Karol Bagh,Janakpuri,10.56,Evening Peak,Weekday,Clear,High,Main Road,27.9
TRIP_00315,Mayur Vihar,Civil Lines,10.05,Afternoon,Weekend,Clear,Medium,Highway,55.1
TRIP_00316,Janakpuri,Rohini,14.51,Morning Peak,Weekday,Clear,Medium,Highway,56.7
TRIP_00317,Pitampura,Karol Bagh,8.11,Evening Peak,Weekday,Clear,Very High,Inner Road,7.7
TRIP_00318,Saket,Model Town,21.24,Evening Peak,Weekend,Clear,Low,Highway,80.5
TRIP_00319,Hauz Khas,Punjabi Bagh,14.84,Morning Peak,Weekday,Clear,Very High,Main Road,12.4
TRIP_00320,Pitampura,AIIMS,17.0,Afternoon,Weekday,Clear,Medium,Main Road,43.5
TRIP_00321,Karol Bagh,Rajouri Garden,6.66,Afternoon,Weekend,Rain,High,Main Road,17.9
TRIP_00322,Connaught Place,Shahdara,8.44,Evening Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_00323,AIIMS,Hauz Khas,2.2,Evening Peak,Weekend,Rain,Medium,Main Road,23.9
TRIP_00324,Chandni Chowk,Saket,14.23,Evening Peak,Weekend,Fog,Medium,Highway,31.8
TRIP_00325,Punjabi Bagh,Karol Bagh,6.08,Evening Peak,Weekend,Rain,Very High,Inner Road,6.9
TRIP_00326,Rohini,Shahdara,24.21,Afternoon,Weekday,Clear,Medium,Inner Road,28.9
TRIP_00327,Kalkaji,Rohini,30.48,Morning Peak,Weekday,Heatwave,Very High,Highway,15.2
TRIP_00328,Saket,Greater Kailash,3.66,Afternoon,Weekday,Clear,High,Inner Road,15.4
TRIP_00329,AIIMS,Noida Sector 18,11.33,Afternoon,Weekday,Rain,High,Main Road,16.1
TRIP_00330,Hauz Khas,Chandni Chowk,11.65,Morning Peak,Weekday,Rain,Very High,Highway,11.6
TRIP_00331,Noida Sector 18,Nehru Place,7.47,Morning Peak,Weekday,Rain,Very High,Main Road,6.7
TRIP_00332,Shahdara,Chandni Chowk,6.2,Morning Peak,Weekday,Clear,Medium,Main Road,35.4
TRIP_00333,Preet Vihar,Shahdara,3.56,Evening Peak,Weekend,Rain,Low,Inner Road,12.3
TRIP_00334,Model Town,Kalkaji,20.77,Evening Peak,Weekend,Rain,Medium,Main Road,29.1
TRIP_00335,Nehru Place,Rohini,29.42,Morning Peak,Weekday,Rain,High,Highway,31.7
TRIP_00336,Kalkaji,IGI Airport,15.01,Afternoon,Weekday,Heatwave,Medium,Main Road,38.7
TRIP_00337,Punjabi Bagh,Hauz Khas,14.84,Night,Weekday,Clear,Low,Inner Road,18.4
TRIP_00338,Pitampura,Chandni Chowk,11.29,Evening Peak,Weekday,Clear,Very High,Highway,17.3
TRIP_00339,Dwarka,Rajouri Garden,9.64,Afternoon,Weekend,Clear,Low,Main Road,42.8
TRIP_00340,Lajpat Nagar,Chandni Chowk,8.98,Afternoon,Weekday,Clear,High,Main Road,29.5
TRIP_00341,Karol Bagh,Janakpuri,10.56,Morning Peak,Weekday,Clear,Very High,Main Road,9.5
TRIP_00342,Nehru Place,Lajpat Nagar,2.8,Afternoon,Weekday,Clear,High,Inner Road,14.0
TRIP_00343,Punjabi Bagh,Civil Lines,9.27,Afternoon,Weekday,Fog,Low,Main Road,31.3
TRIP_00344,Shahdara,AIIMS,14.08,Morning Peak,Weekday,Clear,Very High,Highway,18.7
TRIP_00345,Preet Vihar,AIIMS,11.51,Evening Peak,Weekday,Heatwave,Very High,Main Road,9.0
TRIP_00346,Mayur Vihar,Punjabi Bagh,17.1,Evening Peak,Weekday,Clear,Very High,Highway,16.9
TRIP_00347,Dwarka,Shahdara,25.37,Evening Peak,Weekday,Clear,High,Highway,34.2
TRIP_00348,Lajpat Nagar,Rajouri Garden,14.1,Night,Weekend,Rain,High,Main Road,16.6
TRIP_00349,AIIMS,Karol Bagh,9.61,Evening Peak,Weekday,Rain,Very High,Main Road,9.2
TRIP_00350,Civil Lines,IGI Airport,18.43,Evening Peak,Weekday,Rain,High,Main Road,13.5
TRIP_00351,Nehru Place,AIIMS,4.68,Night,Weekend,Fog,Low,Main Road,26.4
TRIP_00352,Mayur Vihar,Connaught Place,7.89,Evening Peak,Weekday,Clear,Very High,Main Road,10.1
TRIP_00353,IGI Airport,Hauz Khas,9.81,Afternoon,Weekday,Rain,Medium,Highway,35.7
TRIP_00354,Karol Bagh,Nehru Place,12.97,Night,Weekday,Rain,Medium,Highway,46.9
TRIP_00355,Model Town,Pitampura,5.98,Afternoon,Weekday,Rain,Medium,Main Road,24.8
TRIP_00356,Connaught Place,Pitampura,11.52,Afternoon,Weekend,Heatwave,Low,Highway,79.8
TRIP_00357,Mayur Vihar,Noida Sector 18,5.74,Afternoon,Weekday,Heatwave,Medium,Highway,45.8
TRIP_00358,Rajouri Garden,Rohini,13.1,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.1
TRIP_00359,Punjabi Bagh,Kalkaji,18.89,Evening Peak,Weekday,Clear,Medium,Main Road,41.7
TRIP_00360,Okhla,AIIMS,7.2,Morning Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_00361,Saket,Vasant Kunj,4.88,Night,Weekday,Rain,Medium,Inner Road,18.8
TRIP_00362,Punjabi Bagh,Janakpuri,6.67,Afternoon,Weekday,Fog,High,Highway,21.2
TRIP_00363,Saket,Janakpuri,15.88,Evening Peak,Weekend,Rain,High,Main Road,14.7
TRIP_00364,Greater Kailash,Nehru Place,1.9,Morning Peak,Weekend,Clear,Low,Main Road,35.8
TRIP_00365,Connaught Place,Karol Bagh,3.42,Morning Peak,Weekday,Heatwave,Very High,Main Road,14.0
TRIP_00366,Preet Vihar,Punjabi Bagh,16.03,Evening Peak,Weekday,Heatwave,Very High,Highway,15.4
TRIP_00367,Kalkaji,Noida Sector 18,8.19,Night,Weekday,Heatwave,Medium,Main Road,25.5
TRIP_00368,Punjabi Bagh,Rajouri Garden,2.52,Afternoon,Weekend,Fog,Low,Main Road,27.0
TRIP_00369,Rohini,Okhla,32.09,Morning Peak,Weekday,Heatwave,Low,Highway,72.3
TRIP_00370,Dwarka,Shahdara,25.37,Afternoon,Weekday,Clear,Medium,Highway,54.8
TRIP_00371,Preet Vihar,Karol Bagh,10.02,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3
TRIP_00372,Janakpuri,Model Town,14.54,Afternoon,Weekend,Clear,Medium,Main Road,41.3
TRIP_00373,Hauz Khas,Noida Sector 18,12.51,Evening Peak,Weekday,Clear,Very High,Highway,21.3
TRIP_00374,Okhla,Hauz Khas,7.23,Afternoon,Weekday,Clear,Low,Inner Road,38.7
TRIP_00375,Greater Kailash,Noida Sector 18,9.35,Evening Peak,Weekend,Clear,High,Main Road,28.5
TRIP_00376,Connaught Place,Rajouri Garden,9.35,Morning Peak,Weekend,Clear,High,Main Road,21.4
TRIP_00377,Preet Vihar,Noida Sector 18,8.57,Afternoon,Weekend,Heatwave,Low,Main Road,33.9
TRIP_00378,Karol Bagh,Pitampura,8.11,Morning Peak,Weekday,Fog,Very High,Highway,9.5
TRIP_00379,Greater Kailash,Pitampura,20.1,Afternoon,Weekday,Heatwave,High,Main Road,25.4
TRIP_00380,Preet Vihar,Dwarka,24.67,Night,Weekday,Clear,Medium,Highway,64.5
TRIP_00381,Pitampura,Punjabi Bagh,3.98,Morning Peak,Weekday,Clear,Medium,Main Road,28.5
TRIP_00382,AIIMS,Civil Lines,12.66,Afternoon,Weekday,Heatwave,High,Main Road,22.8
TRIP_00383,Kalkaji,Saket,4.6,Evening Peak,Weekday,Clear,High,Main Road,23.0
TRIP_00384,AIIMS,Karol Bagh,9.61,Morning Peak,Weekday,Clear,Very High,Inner Road,7.8
TRIP_00385,Chandni Chowk,Civil Lines,3.35,Evening Peak,Weekday,Fog,High,Main Road,14.5
TRIP_00386,Karol Bagh,Shahdara,9.9,Night,Weekday,Heatwave,High,Inner Road,15.1
TRIP_00387,Kalkaji,Karol Bagh,14.25,Afternoon,Weekday,Rain,High,Main Road,17.0
TRIP_00388,Pitampura,IGI Airport,16.75,Morning Peak,Weekday,Clear,High,Main Road,22.9
TRIP_00389,Vasant Kunj,Karol Bagh,15.08,Evening Peak,Weekday,Clear,High,Highway,42.8
TRIP_00390,Greater Kailash,Karol Bagh,12.43,Evening Peak,Weekday,Clear,High,Highway,30.2
TRIP_00391,IGI Airport,Nehru Place,14.99,Evening Peak,Weekday,Rain,High,Highway,27.3
TRIP_00392,Noida Sector 18,Karol Bagh,16.06,Afternoon,Weekday,Clear,High,Main Road,28.0
TRIP_00393,Dwarka,Noida Sector 18,27.45,Afternoon,Weekday,Fog,Medium,Main Road,19.9
TRIP_00394,Shahdara,Chandni Chowk,6.2,Evening Peak,Weekday,Fog,Very High,Main Road,8.1
TRIP_00395,Dwarka,Noida Sector 18,27.45,Evening Peak,Weekday,Rain,Very High,Highway,10.3
TRIP_00396,Lajpat Nagar,Okhla,5.46,Evening Peak,Weekday,Rain,High,Main Road,16.9
TRIP_00397,Chandni Chowk,Mayur Vihar,7.47,Evening Peak,Weekday,Clear,Very High,Inner Road,7.6
TRIP_00398,Rajouri Garden,Shahdara,16.5,Morning Peak,Weekday,Heatwave,Very High,Main Road,10.9
TRIP_00399,Preet Vihar,Saket,15.46,Afternoon,Weekday,Clear,Medium,Highway,51.4
TRIP_00400,Civil Lines,Rohini,18.15,Evening Peak,Weekday,Clear,High,Highway,38.7
TRIP_00401,Connaught Place,Dwarka,17.23,Evening Peak,Weekday,Clear,Very High,Highway,20.9
TRIP_00402,Preet Vihar,AIIMS,11.51,Afternoon,Weekday,Fog,Medium,Highway,31.6
TRIP_00403,Preet Vihar,Nehru Place,10.93,Morning Peak,Weekday,Clear,High,Main Road,20.7
TRIP_00404,Hauz Khas,Chandni Chowk,11.65,Evening Peak,Weekday,Clear,Very High,Main Road,10.0
TRIP_00405,Dwarka,Preet Vihar,24.67,Evening Peak,Weekday,Clear,Very High,Highway,16.6
TRIP_00406,Noida Sector 18,Okhla,6.92,Evening Peak,Weekday,Fog,High,Main Road,15.7
TRIP_00407,Chandni Chowk,AIIMS,9.5,Afternoon,Weekday,Clear,Low,Main Road,36.2
TRIP_00408,Shahdara,Noida Sector 18,12.02,Night,Weekday,Rain,Medium,Main Road,23.5
TRIP_00409,Model Town,Rajouri Garden,10.2,Morning Peak,Weekday,Clear,High,Highway,42.2
TRIP_00410,Dwarka,Punjabi Bagh,11.86,Evening Peak,Weekday,Clear,Medium,Highway,45.4
TRIP_00411,Okhla,Pitampura,23.54,Evening Peak,Weekend,Clear,Medium,Highway,48.1
TRIP_00412,Civil Lines,Vasant Kunj,19.08,Afternoon,Weekday,Clear,High,Inner Road,11.8
TRIP_00413,AIIMS,Preet Vihar,11.51,Afternoon,Weekday,Fog,Medium,Main Road,23.5
TRIP_00414,Vasant Kunj,Janakpuri,13.24,Evening Peak,Weekday,Clear,Very High,Highway,18.6
TRIP_00415,Punjabi Bagh,Mayur Vihar,17.1,Evening Peak,Weekend,Fog,Medium,Main Road,16.1
TRIP_00416,Hauz Khas,Pitampura,18.42,Evening Peak,Weekday,Clear,Very High,Main Road,12.2
TRIP_00417,Preet Vihar,AIIMS,11.51,Morning Peak,Weekday,Fog,High,Highway,21.1
TRIP_00418,Rajouri Garden,Janakpuri,4.38,Morning Peak,Weekday,Clear,High,Inner Road,13.4
TRIP_00419,Kalkaji,Rohini,30.48,Morning Peak,Weekday,Clear,Very High,Highway,21.2
TRIP_00420,IGI Airport,Model Town,19.83,Evening Peak,Weekday,Heatwave,Very High,Highway,14.3
TRIP_00421,Nehru Place,Dwarka,20.8,Afternoon,Weekend,Rain,High,Highway,25.1
TRIP_00422,Rajouri Garden,Noida Sector 18,21.63,Afternoon,Weekday,Clear,Low,Highway,62.7
TRIP_00423,Civil Lines,Noida Sector 18,15.73,Afternoon,Weekday,Clear,Low,Highway,85.4
TRIP_00424,Mayur Vihar,Civil Lines,10.05,Afternoon,Weekday,Rain,High,Highway,29.5
TRIP_00425,Connaught Place,Okhla,12.39,Evening Peak,Weekday,Clear,High,Main Road,21.4
TRIP_00426,Okhla,Model Town,21.87,Night,Weekend,Rain,Low,Highway,55.4
TRIP_00427,Rohini,Shahdara,24.21,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.8
TRIP_00428,Pitampura,Mayur Vihar,18.76,Afternoon,Weekday,Clear,Medium,Highway,55.9
TRIP_00429,Rajouri Garden,Chandni Chowk,10.59,Morning Peak,Weekday,Fog,High,Highway,22.4
TRIP_00430,Civil Lines,Preet Vihar,7.88,Afternoon,Weekday,Clear,Medium,Main Road,35.1
TRIP_00431,Noida Sector 18,Hauz Khas,12.51,Morning Peak,Weekday,Clear,Medium,Main Road,26.1
TRIP_00432,IGI Airport,Preet Vihar,21.04,Morning Peak,Weekday,Clear,High,Highway,38.1
TRIP_00433,Noida Sector 18,Civil Lines,15.73,Morning Peak,Weekday,Clear,Medium,Highway,62.1
TRIP_00434,Kalkaji,Hauz Khas,5.29,Evening Peak,Weekday,Clear,High,Main Road,19.7
TRIP_00435,Chandni Chowk,Dwarka,19.18,Evening Peak,Weekday,Fog,Very High,Highway,9.2
TRIP_00436,Punjabi Bagh,Chandni Chowk,9.93,Evening Peak,Weekend,Heatwave,High,Main Road,25.9
TRIP_00437,Kalkaji,Pitampura,22.07,Morning Peak,Weekday,Heatwave,High,Highway,32.7
TRIP_00438,IGI Airport,AIIMS,10.81,Evening Peak,Weekend,Clear,Medium,Highway,62.7
TRIP_00439,AIIMS,Model Town,16.52,Morning Peak,Weekend,Clear,High,Main Road,21.3
TRIP_00440,Saket,Okhla,6.33,Afternoon,Weekday,Clear,Very High,Inner Road,9.2
TRIP_00441,Shahdara,Punjabi Bagh,15.41,Evening Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_00442,Rajouri Garden,Janakpuri,4.38,Afternoon,Weekend,Heatwave,High,Main Road,26.3
TRIP_00443,AIIMS,Model Town,16.52,Evening Peak,Weekday,Clear,High,Highway,31.0
TRIP_00444,Vasant Kunj,Nehru Place,9.97,Evening Peak,Weekday,Fog,Very High,Inner Road,4.8
TRIP_00445,Rohini,AIIMS,25.2,Afternoon,Weekend,Heatwave,Low,Highway,64.5
TRIP_00446,Dwarka,Hauz Khas,15.78,Afternoon,Weekday,Clear,High,Main Road,25.3
TRIP_00447,Model Town,Noida Sector 18,20.73,Morning Peak,Weekday,Clear,High,Highway,36.5
TRIP_00448,Chandni Chowk,Preet Vihar,6.1,Morning Peak,Weekend,Clear,Low,Highway,80.0
TRIP_00449,Noida Sector 18,Karol Bagh,16.06,Morning Peak,Weekday,Clear,Medium,Main Road,27.2
TRIP_00450,Noida Sector 18,IGI Airport,22.12,Afternoon,Weekday,Clear,High,Main Road,28.7
TRIP_00451,AIIMS,Karol Bagh,9.61,Night,Weekday,Rain,Low,Inner Road,14.3
TRIP_00452,Nehru Place,Saket,5.32,Evening Peak,Weekday,Clear,High,Main Road,28.5
TRIP_00453,Vasant Kunj,Connaught Place,13.75,Morning Peak,Weekday,Clear,High,Highway,42.0
TRIP_00454,Hauz Khas,Model Town,18.43,Morning Peak,Weekend,Clear,High,Highway,37.7
TRIP_00455,Model Town,Chandni Chowk,8.08,Evening Peak,Weekday,Clear,High,Highway,41.4
TRIP_00456,Connaught Place,Saket,11.95,Night,Weekend,Clear,Medium,Highway,44.7
TRIP_00457,Okhla,Noida Sector 18,6.92,Morning Peak,Weekend,Heatwave,Low,Main Road,37.4
TRIP_00458,Greater Kailash,Pitampura,20.1,Night,Weekday,Clear,Low,Inner Road,16.2
TRIP_00459,Noida Sector 18,Chandni Chowk,12.9,Evening Peak,Weekday,Rain,Medium,Highway,44.4
TRIP_00460,Saket,Connaught Place,11.95,Night,Weekday,Heatwave,Low,Main Road,33.6
TRIP_00461,Pitampura,Punjabi Bagh,3.98,Evening Peak,Weekend,Clear,Medium,Main Road,33.0
TRIP_00462,Rajouri Garden,Karol Bagh,6.66,Morning Peak,Weekday,Clear,Very High,Main Road,12.3
TRIP_00463,Preet Vihar,Connaught Place,7.48,Morning Peak,Weekday,Heatwave,Very High,Main Road,8.3
TRIP_00464,Karol Bagh,IGI Airport,13.83,Evening Peak,Weekday,Rain,High,Main Road,19.2
TRIP_00465,Nehru Place,IGI Airport,14.99,Evening Peak,Weekend,Rain,Very High,Main Road,8.7
TRIP_00466,Karol Bagh,Saket,14.26,Evening Peak,Weekday,Clear,Very High,Main Road,12.8
TRIP_00467,Model Town,Shahdara,10.5,Afternoon,Weekday,Clear,Medium,Main Road,29.7
TRIP_00468,Pitampura,Janakpuri,10.13,Evening Peak,Weekday,Clear,High,Main Road,20.2
TRIP_00469,Noida Sector 18,IGI Airport,22.12,Afternoon,Weekend,Clear,Very High,Highway,20.7
TRIP_00470,Preet Vihar,Punjabi Bagh,16.03,Morning Peak,Weekday,Heatwave,High,Highway,38.7
TRIP_00471,IGI Airport,Chandni Chowk,16.54,Evening Peak,Weekday,Clear,High,Highway,42.9
TRIP_00472,Model Town,Rajouri Garden,10.2,Evening Peak,Weekday,Heatwave,Very High,Highway,17.0
TRIP_00473,Rohini,Nehru Place,29.42,Evening Peak,Weekend,Rain,High,Main Road,19.4
TRIP_00474,Civil Lines,Model Town,5.0,Afternoon,Weekday,Clear,High,Main Road,27.0
TRIP_00475,Noida Sector 18,Preet Vihar,8.57,Afternoon,Weekday,Clear,Medium,Main Road,40.5
TRIP_00476,Shahdara,Noida Sector 18,12.02,Evening Peak,Weekday,Clear,High,Highway,29.9
TRIP_00477,Civil Lines,Karol Bagh,4.62,Morning Peak,Weekday,Rain,Very High,Inner Road,6.9
TRIP_00478,Hauz Khas,Shahdara,16.26,Evening Peak,Weekday,Clear,Very High,Main Road,11.2
TRIP_00479,Kalkaji,Pitampura,22.07,Morning Peak,Weekday,Rain,High,Main Road,19.3
TRIP_00480,Kalkaji,Lajpat Nagar,4.08,Afternoon,Weekday,Heatwave,High,Inner Road,18.8
TRIP_00481,Shahdara,Karol Bagh,9.9,Morning Peak,Weekday,Clear,High,Main Road,24.8
TRIP_00482,Greater Kailash,Dwarka,19.04,Evening Peak,Weekday,Clear,Very High,Highway,17.4
TRIP_00483,Karol Bagh,Nehru Place,12.97,Morning Peak,Weekday,Rain,Very High,Highway,11.9
TRIP_00484,Punjabi Bagh,Greater Kailash,16.84,Evening Peak,Weekday,Clear,Very High,Highway,17.5
TRIP_00485,Greater Kailash,Mayur Vihar,9.55,Evening Peak,Weekday,Clear,Very High,Highway,17.7
TRIP_00486,Noida Sector 18,Vasant Kunj,17.44,Afternoon,Weekday,Clear,Low,Main Road,39.7
TRIP_00487,Janakpuri,Mayur Vihar,20.24,Evening Peak,Weekday,Clear,High,Main Road,25.4
TRIP_00488,Okhla,Rohini,32.09,Evening Peak,Weekday,Rain,High,Highway,29.5
TRIP_00489,Karol Bagh,Saket,14.26,Afternoon,Weekday,Clear,High,Main Road,20.5
TRIP_00490,Mayur Vihar,Noida Sector 18,5.74,Afternoon,Weekday,Clear,Medium,Main Road,26.9
TRIP_00491,Mayur Vihar,Karol Bagh,11.04,Morning Peak,Weekend,Clear,High,Highway,42.0
TRIP_00492,Nehru Place,Civil Lines,14.85,Evening Peak,Weekday,Heatwave,Very High,Highway,16.0
TRIP_00493,Rohini,Civil Lines,18.15,Morning Peak,Weekend,Clear,Medium,Main Road,26.5
TRIP_00494,Lajpat Nagar,Shahdara,12.53,Morning Peak,Weekday,Fog,High,Main Road,9.3
TRIP_00495,Civil Lines,Connaught Place,5.49,Morning Peak,Weekday,Heatwave,High,Inner Road,9.1
TRIP_00496,Civil Lines,Shahdara,6.29,Morning Peak,Weekday,Rain,High,Main Road,21.3
TRIP_00497,Chandni Chowk,Saket,14.23,Afternoon,Weekday,Clear,Very High,Inner Road,7.9
TRIP_00498,Saket,Rohini,29.0,Evening Peak,Weekend,Rain,High,Highway,24.1
TRIP_00499,Janakpuri,Model Town,14.54,Morning Peak,Weekday,Clear,Medium,Highway,51.6
TRIP_00500,Vasant Kunj,Punjabi Bagh,16.74,Afternoon,Weekend,Clear,Low,Main Road,43.2
TRIP_00501,Chandni Chowk,Civil Lines,3.35,Night,Weekday,Clear,High,Inner Road,15.2
TRIP_00502,Mayur Vihar,Dwarka,24.43,Evening Peak,Weekday,Heatwave,Very High,Highway,14.3
TRIP_00503,AIIMS,Greater Kailash,3.26,Evening Peak,Weekday,Heatwave,High,Main Road,23.0
TRIP_00504,Dwarka,Saket,17.4,Evening Peak,Weekend,Clear,Low,Highway,73.6
TRIP_00505,Nehru Place,Shahdara,14.22,Morning Peak,Weekday,Clear,High,Main Road,23.1
TRIP_00506,Kalkaji,Model Town,20.77,Morning Peak,Weekend,Clear,Medium,Highway,52.1
TRIP_00507,Connaught Place,Mayur Vihar,7.89,Afternoon,Weekday,Clear,High,Inner Road,11.8
TRIP_00508,AIIMS,Okhla,7.2,Afternoon,Weekday,Heatwave,Low,Main Road,39.1
TRIP_00509,Rohini,Pitampura,8.97,Evening Peak,Weekday,Clear,High,Main Road,20.4
TRIP_00510,AIIMS,Civil Lines,12.66,Night,Weekday,Clear,High,Highway,44.1
TRIP_00511,Janakpuri,Kalkaji,18.68,Evening Peak,Weekday,Clear,Very High,Main Road,10.5
TRIP_00512,Vasant Kunj,Dwarka,13.52,Morning Peak,Weekday,Clear,Medium,Main Road,26.7
TRIP_00513,Janakpuri,Okhla,20.56,Evening Peak,Weekday,Fog,High,Highway,19.2
TRIP_00514,Rohini,AIIMS,25.2,Evening Peak,Weekday,Rain,High,Main Road,13.8
